RecordID,Area,VehPower,VehBrand,VehGas,Region,DrivAgeBand,DensityBand,VehAgeBand,severity_predicted,severity
1,0,2,0,0,4,3,0,1,2050.0829310976837,1128.12
1,2,2,0,0,4,2,3,5,1263.244518032234,1128.12
1,1,2,0,0,4,0,6,14,1572.9494235463385,1128.12
1,3,3,2,0,11,1,2,14,1744.921551024345,1672.55
1,3,0,0,1,4,0,2,1,1981.6128025541557,1128.12
1,3,2,6,1,4,0,2,2,1469.4677922643834,1128.12
1,4,6,9,0,4,3,4,4,1474.9646506696802,1128.12
1,0,1,9,0,11,2,0,12,1701.1899283045639,1128.12
1,4,2,3,1,11,2,4,10,1419.1345636305077,586.31
1,2,2,0,0,11,2,3,3,1199.5815771257899,1128.12
1,3,2,6,0,11,0,5,2,1512.4344532430655,1128.12
1,3,2,0,0,11,2,5,10,1764.7567415707435,841.98
1,3,5,7,1,17,1,2,12,1650.7173397491217,598.89
1,0,0,6,1,4,5,0,4,1400.9086539613577,729.92
1,0,1,8,0,4,1,0,10,1253.4867493886884,272.66
1,1,3,0,1,4,2,6,3,1206.2463821305757,1128.12
1,1,2,6,0,4,1,6,1,1557.8321023427886,308.25
1,2,1,9,1,17,4,1,1,1783.8742428680507,1128.12
1,2,6,7,0,17,3,3,12,1291.7625254938214,355.29
1,4,1,6,1,17,1,7,3,1727.824930958791,1128.12
1,4,1,10,1,17,4,7,1,1438.746246352,175.73
1,4,2,0,0,17,2,4,14,1948.4568416481206,191.63
1,3,5,6,1,17,2,2,15,1672.3603625047317,544.9
1,3,3,7,1,8,2,2,2,1381.7358191209905,75.67
1,4,1,7,1,8,0,4,1,2654.733088966081,4177.11
1,3,2,3,0,8,5,2,0,1724.6687128050821,1128.12
1,3,1,10,1,8,3,2,12,1844.6360784484903,1128.12
1,2,2,4,1,8,5,5,16,1439.1824285860637,61.04
1,4,8,2,1,20,3,4,1,2914.4011798535957,3980.93
1,2,0,9,1,20,3,1,8,2455.716490096087,20640.73
1,3,1,10,1,20,1,5,13,1909.28936133337,1128.12
1,2,0,0,1,20,5,5,3,1903.4947377308958,1128.12
1,4,2,6,1,7,5,4,13,1659.4177612921756,1422.04
1,3,0,9,1,7,5,5,16,1403.9119032437247,1128.12
1,4,2,0,0,7,2,4,10,1691.0617103431855,1128.12
1,3,3,0,1,7,2,5,14,1782.5091254856225,1128.12
1,3,0,0,1,20,1,5,1,2112.4416736597586,1128.12
1,2,1,7,0,7,2,3,0,1420.5450873820623,1128.12
1,3,2,0,1,17,0,2,12,2062.0539321220035,1089.03
1,4,6,3,1,17,2,7,0,2132.015332653904,1128.12
1,4,6,8,1,17,3,7,1,1593.63752765874,334.05
1,3,2,7,0,17,2,2,16,1662.2840747902294,330.87
1,4,2,0,1,17,3,4,2,1319.9523108009846,2128.12
1,4,4,0,0,17,2,4,5,1419.0252220756802,1128.12
1,2,2,0,0,17,4,1,2,1594.9986405733946,1341.995
1,3,2,9,1,17,1,5,3,1370.7494714244647,1128.12
1,3,6,6,0,17,3,2,15,1637.2887325872507,1128.12
1,3,5,1,0,17,2,5,15,2106.891612114009,1128.12
1,1,2,9,1,17,1,6,4,1406.253100459463,72.87
1,2,3,0,1,17,3,1,7,1331.5591577100122,1128.12
1,1,3,6,0,17,3,6,0,1925.7495781507077,46.36
1,4,5,9,1,6,4,4,8,2019.8006456686269,788.37
1,0,2,10,0,6,4,0,3,1848.3247364334668,1128.12
1,0,0,9,0,6,2,0,7,1606.873256112567,492.49
1,4,0,6,1,20,1,4,16,1495.1258618820598,1128.12
1,4,8,1,0,17,3,7,13,2685.549752665534,691.89
1,3,3,0,0,17,2,5,1,1515.9615849846275,807.91
1,2,5,3,1,17,2,3,10,1497.2575189438483,3689.49
1,3,2,0,0,17,2,2,13,2151.223743495098,2592.47
1,3,0,6,1,17,0,2,12,1271.831633078457,388.36
1,4,0,0,1,17,5,7,1,1410.2472779054922,1128.12
1,4,2,6,0,17,1,7,1,1580.1092855559657,109.4
1,1,6,1,0,17,3,6,3,1411.56348341626,840.38
1,4,1,0,1,17,0,4,13,1359.8586572510699,1128.12
1,3,1,6,0,17,3,5,6,1335.0456163234446,1342.71
1,3,2,7,1,17,3,5,11,1450.8778805162501,612.6
1,2,2,0,0,12,0,3,14,1805.0450380131178,560.12
1,0,1,7,1,12,0,0,0,2217.5841055432234,592.52
1,1,2,6,0,12,5,6,12,1503.4025084956415,1402.535
1,1,4,0,1,11,3,6,15,1811.5372667019428,1128.12
1,3,2,9,1,12,1,2,14,1716.5191899826211,1128.12
1,1,0,6,1,4,0,6,5,1508.7299766709925,1210.9
1,5,2,6,1,0,2,7,1,1195.1822984845144,675.28
1,4,1,9,0,14,1,4,15,1441.240384322691,1128.12
1,2,3,0,1,4,2,1,8,1330.8958913294953,1089.13
1,4,2,7,0,7,3,4,14,1514.914853515083,317.36
1,4,0,8,0,7,2,7,1,1354.1066526522022,65.69
1,2,7,5,0,7,3,1,16,1586.7743055469937,1128.12
1,2,1,0,0,7,0,1,7,1430.46798981385,1128.12
1,3,0,8,1,7,0,5,7,1317.4300332130404,1128.12
1,0,0,8,0,4,0,0,3,1479.2218072967676,71.47
1,0,3,9,1,4,3,0,8,1781.563089771253,83.4
1,4,2,0,0,0,3,7,14,2168.4539962596837,1128.12
1,0,1,0,1,4,0,0,5,1859.12474455916,311.385
1,3,0,0,1,4,0,2,2,1660.58762186187,501.94
1,0,5,0,1,11,0,0,12,2212.080468558872,1128.12
1,2,3,7,0,12,0,5,1,2959.016832562555,812.48
1,3,3,0,1,13,5,2,4,1494.638741277659,1128.12
1,4,2,0,1,4,0,4,14,1621.5888495762376,923.01
1,2,2,0,1,4,2,1,3,1252.3311822518826,2017.82
1,2,3,9,1,0,1,1,12,1606.9106735148353,1656.61
1,2,3,9,1,0,1,1,10,1639.3006668638106,1128.12
1,3,5,2,1,4,1,2,15,1930.9072794045692,1128.12
1,2,1,7,1,4,3,3,2,1242.0850073758902,1128.12
1,1,1,7,0,12,1,6,11,1468.5795916990485,5151.66
1,2,6,1,0,12,3,3,8,1503.1537380006478,14848.54
1,4,0,8,0,4,1,4,12,1211.1183684828347,1896.45
1,4,2,6,0,0,2,7,14,1419.217341055329,648.84
1,1,0,0,1,4,2,6,8,1163.5972876831524,272.2
1,0,3,0,0,4,4,0,1,1851.4059094058516,1128.12
1,0,2,0,0,4,2,0,11,1724.9391193972476,1212.01
1,1,3,0,1,17,5,6,10,2191.2757541003025,102.8
1,4,3,2,0,17,3,4,3,1342.667658952498,1128.12
1,1,5,1,0,17,4,6,16,2035.433839604937,4963.33
1,1,3,0,1,17,0,6,2,2099.8498845914078,847.5
1,3,3,6,1,17,5,2,7,1341.259667199266,1128.12
1,0,4,0,0,4,1,0,11,1703.5097262333918,23.92
1,3,4,0,0,4,1,2,8,1381.1508689943942,1282.77
1,3,2,6,0,4,4,2,5,1343.5838908040182,1819.73
1,3,1,10,1,4,2,2,3,1143.0269753840894,1128.12
1,2,4,1,0,4,4,1,16,1341.3585359684103,182.41
1,3,0,8,0,4,1,2,10,1282.9826525636302,1128.12
1,2,2,4,1,4,2,3,7,1233.9583999976378,53.18
1,3,1,6,1,4,0,2,6,1358.7462022400623,1128.12
1,2,3,7,1,0,2,5,1,1249.2778204816364,80.15
1,3,1,8,0,4,1,2,13,1156.685907824079,217.02
1,3,3,0,1,4,4,2,4,1257.1724396338295,2537.18
1,3,3,3,0,4,3,2,4,1247.182844208481,1128.12
1,3,2,0,0,4,4,2,16,2250.855481754736,1128.12
1,3,3,0,1,4,4,2,12,1524.2343156384554,519.64
1,3,2,8,1,4,3,2,10,1510.7468655472126,875.18
1,2,3,6,0,4,2,3,4,1218.4346537968443,2419.33
1,3,3,0,0,4,0,2,6,2032.438102344166,1128.12
1,3,3,0,0,4,0,2,6,2032.438102344166,1128.12
1,3,2,0,0,4,2,2,8,1393.6690879533217,1128.12
1,2,1,2,0,4,2,3,9,1319.8834635031092,1191.09
1,3,0,10,1,4,1,2,15,1100.9055393371177,513.69
1,3,2,0,1,4,0,2,6,1560.9536715543356,78.04
1,3,0,0,1,4,0,2,8,1233.5503095902347,1128.0
1,2,1,6,0,7,1,1,0,1714.8386733350105,545.16
1,2,3,9,0,7,1,3,4,1458.5419519939305,508.73
1,3,2,6,0,20,1,2,13,1533.5916548777561,693.15
1,4,0,0,1,20,2,4,2,1852.9105575054791,1128.12
1,4,1,10,1,20,3,4,5,2805.7173573655837,2652.61
1,4,3,0,1,20,1,4,6,2052.5928593743297,1094.49
1,2,0,6,1,20,3,1,12,1404.3378322243846,1188.79
1,4,0,0,1,20,2,4,1,1937.3850268354768,1079.08
1,4,3,0,0,20,3,4,16,1828.6753024919337,1128.12
1,3,0,0,1,20,3,5,9,1815.3656432757923,1128.12
1,3,0,6,1,20,1,2,8,1713.761684201746,1128.12
1,3,2,10,0,20,0,2,3,1949.8760090802198,140.46
1,4,1,6,0,20,0,4,9,1920.3030399719535,1725.31
1,4,0,0,1,20,3,4,0,1818.4140267684943,78.14
1,3,1,7,0,20,5,2,12,1525.4794724134547,1263.81
1,2,2,6,0,20,3,1,11,1480.8991201397203,1128.12
1,2,0,0,1,20,3,3,10,1931.5515445795554,2628.12
1,4,3,0,0,17,0,7,13,2663.7651780979004,1893.61
1,1,2,8,0,17,2,6,1,1475.0740727871848,2028.305
1,4,4,6,0,17,0,7,12,2842.2233998589377,430.48
1,2,2,0,0,17,4,3,0,1769.5559354685124,1016.24
1,4,0,0,1,17,5,7,1,1410.2472779054922,1128.12
1,2,4,0,0,17,2,5,5,1623.6922745547802,16510.22
1,4,2,9,1,17,0,7,6,1576.7790548131009,1128.12
1,4,0,6,0,17,1,7,15,1409.372068758078,927.83
1,2,2,10,0,17,3,3,2,1259.9554447562596,780.5
1,4,1,0,1,17,1,7,5,1355.1138125990099,478.54
1,3,3,5,0,17,3,2,15,1761.4506142939915,1128.12
1,3,3,0,0,11,3,2,1,1396.6356298449919,119.58
1,4,0,8,1,17,1,7,6,1440.109882355805,736.8
1,4,2,6,0,17,4,7,14,1969.1251315617221,560.27
1,3,0,10,1,14,2,2,13,1465.0778348447682,1128.12
1,3,2,6,0,17,0,5,5,1619.3149650493842,1128.12
1,1,2,6,0,14,4,6,13,1464.195182286683,1990.15
1,2,2,4,0,14,3,3,1,1558.0924580947728,1287.8
1,2,1,6,0,14,4,3,11,1513.800421242943,1128.12
1,4,0,0,0,14,3,4,2,1316.9068715256665,795.14
1,2,0,6,1,14,3,1,6,1312.119703108837,1128.12
1,1,3,0,0,14,0,6,2,2048.883668445554,1128.12
1,4,11,5,1,14,5,4,0,1887.8558856050797,1128.12
1,3,4,6,0,12,3,5,10,1451.395281944916,1128.12
1,4,3,9,1,12,1,4,15,1457.1402701704649,1128.12
1,3,2,7,0,12,3,5,16,1757.2932439714955,2709.48
1,1,4,0,0,12,3,6,2,1285.4866902640006,89.23
1,3,1,6,1,12,0,5,2,1302.6265935304132,214.5
1,4,3,0,0,11,2,4,15,1594.559081363605,1128.12
1,5,6,6,1,0,5,7,11,1618.9187512506621,958.83
1,4,2,0,0,2,2,4,4,1487.7082716401828,1222.1
1,4,3,8,1,3,1,4,9,1644.3599087928826,84.79
1,2,1,9,1,2,0,3,15,1802.7968779295852,21477.44
1,3,3,6,1,2,0,5,4,1430.6571967511015,88.09
1,1,1,6,0,2,4,6,1,1563.5434006311255,1386.56
1,4,1,5,1,2,1,4,4,2080.0450076385764,55.12
1,4,0,0,0,2,1,4,4,2340.223085549568,426.5
1,3,3,9,0,2,1,2,1,1172.872248728754,1128.12
1,3,2,10,1,2,0,5,3,1313.435576710419,1128.12
1,4,2,0,1,2,1,4,15,1758.7559258406534,1188.84
1,4,3,0,0,2,3,4,0,1819.664317581991,256.22
1,0,1,6,0,2,0,0,9,1685.6663911553385,807.26
1,4,3,2,0,17,2,4,3,1341.08051140935,98.47
1,4,1,0,1,17,1,4,13,1282.74993484661,1128.12
1,3,6,6,1,17,5,2,11,1465.7654510428224,1128.12
1,4,0,9,1,17,4,7,6,1411.9896449077103,103.65
1,2,6,4,0,17,3,1,16,1625.4058307375637,1128.12
1,4,0,0,1,17,1,7,6,1238.5558633351707,564.06
1,1,1,7,1,14,0,6,8,1406.8973169710882,277.65
1,1,0,6,1,14,0,6,2,1273.2133831182969,1128.12
1,0,6,0,1,14,5,0,2,1852.2951222938955,1230.95
1,2,4,0,0,14,0,1,2,2414.6242419936325,12974.9
1,2,0,9,0,12,1,5,5,1310.9168551976588,1128.12
1,2,5,6,1,12,2,1,15,1595.6715988949165,1128.12
1,3,5,7,1,12,0,2,2,1654.3722147982792,1128.12
1,2,4,7,1,12,2,3,16,1306.3893752895433,1128.12
1,1,3,2,1,12,2,6,5,1336.3486403573022,1128.12
1,0,1,6,1,4,4,0,5,1244.2987567520174,1128.12
1,2,3,9,0,4,3,1,12,1582.228142896775,1128.12
1,2,2,7,1,4,0,3,11,1816.379625522843,2376.8
1,2,3,9,1,4,0,3,7,2608.058358783632,1128.12
1,2,0,0,0,4,2,3,3,1305.3311233242398,2873.12
1,1,2,0,0,4,2,6,4,1327.6585989539597,1128.12
1,4,3,0,1,4,0,4,8,1859.502197148251,1128.12
1,2,2,0,0,4,1,1,13,1568.1486662600923,1128.12
1,4,2,0,0,4,3,4,14,2116.2938195894076,2170.15
1,0,1,6,1,4,2,0,6,1183.1387333202529,1587.2399999999998
1,0,2,6,0,4,0,0,13,1636.531818507543,89.82
1,3,5,6,1,8,4,2,5,1269.3014503672432,410.9
1,2,3,7,1,8,4,5,3,1453.6560844661833,830.48
1,3,1,9,0,8,1,2,0,1617.258212279073,182.7
1,3,9,2,1,8,5,2,6,1295.573936072784,535.94
1,3,3,0,1,8,2,2,3,1290.859850641803,972.48
1,4,2,10,0,20,3,4,3,2577.5709603467385,1128.12
1,2,0,0,1,20,3,3,2,1734.5176482087218,647.9
1,4,6,4,0,20,2,4,14,2455.0736723382233,2243.96
1,4,2,6,0,20,2,4,12,1362.9700950415051,63.82
1,4,1,0,0,0,1,7,8,1383.7161338962883,1128.12
1,3,2,6,1,20,5,2,0,1876.0346406318024,1128.12
1,1,0,0,1,20,2,6,2,1935.3354220562749,6128.82
1,4,3,7,1,20,3,4,7,2263.817965601935,1128.12
1,3,9,2,1,4,3,2,14,2302.6173575963185,59.19
1,0,1,0,0,4,2,0,15,1125.1537544252635,360.32
1,0,2,10,1,4,2,0,6,1397.046273813978,1262.9
1,0,2,7,0,4,2,0,14,1562.6386576208347,4127.54
1,4,1,6,0,4,3,4,0,1596.9586320236601,1791.25
1,0,2,10,0,4,3,0,16,1862.5557592148823,1204.34
1,0,3,0,1,4,3,0,7,1505.3339648126341,1128.12
1,4,2,7,0,11,0,4,14,1568.4745802467528,329.52
1,2,2,10,1,4,0,3,16,1547.044578555194,1128.12
1,3,3,7,1,4,1,2,6,1309.9637574485828,669.71
1,3,3,0,0,4,3,2,1,1372.9316374427683,564.06
1,2,3,0,1,20,0,5,15,3154.0150510001245,71.65
1,3,2,0,0,7,2,5,15,2330.495709249583,1128.12
1,4,2,6,0,7,2,4,10,1436.8059527210416,1128.12
1,3,3,6,1,17,5,2,5,1341.5148418184108,171.04
1,4,2,6,0,7,4,4,5,1415.3284705313345,1128.12
1,2,0,0,1,7,2,3,11,1486.9808223368468,1128.12
1,2,0,0,0,7,3,5,4,1447.6774956343838,1128.12
1,4,2,7,0,17,2,7,16,1974.3042396541134,1224.35
1,4,2,0,0,17,2,4,1,1478.7624080515775,1128.12
1,4,0,10,1,17,5,7,9,1761.5309678691026,1128.12
1,4,2,7,0,20,0,4,13,1709.1455400919751,1064.46
1,4,10,2,1,20,1,4,4,3997.8457505540932,50000.0
1,4,6,3,0,20,4,4,4,2226.1257678590828,1128.12
1,4,2,9,0,20,1,7,9,2443.6280499763234,849.28
1,4,2,8,1,20,4,4,12,1348.6619785200344,8.06
1,4,3,0,0,20,2,4,12,1431.828733026491,585.64
1,4,1,6,1,20,0,4,6,2228.6735268880866,1128.12
1,4,2,7,0,20,0,4,15,1773.9927818345304,1204.93
1,2,2,7,1,16,1,3,7,1287.0403307592776,1069.55
1,2,5,7,1,16,1,3,13,1316.774744844538,152.45
1,0,4,5,0,16,3,0,2,1302.4648146450659,580.08
1,2,0,6,1,4,4,1,5,1245.7414851035185,1128.12
1,2,0,6,1,4,5,1,11,1394.8269037526782,1128.12
1,2,4,2,1,4,0,1,8,2287.035732379916,1045.99
1,2,0,0,1,5,0,1,11,1616.9566583359854,1128.12
1,2,1,0,0,3,3,1,9,1407.9335835878962,1128.12
1,1,6,3,1,5,2,6,10,2011.2663508145092,402.06
1,2,6,1,0,3,3,1,11,1428.704394514894,63.82
1,2,0,6,1,5,0,3,13,1378.1525714266652,1128.12
1,1,4,0,0,3,1,6,8,1299.032130048011,1128.12
1,1,1,0,0,13,1,6,3,1388.0563172396776,1128.12
1,2,4,5,0,13,2,1,3,1324.7005834678773,1194.26
1,4,3,1,0,20,5,4,1,2036.3549198404987,1072.47
1,4,5,8,0,20,1,4,1,1591.97801024557,1128.12
1,4,1,0,1,0,1,4,14,1379.351058279826,1128.12
1,5,3,7,1,0,2,7,3,1134.7904801107775,602.04
1,4,1,3,1,0,3,7,0,1408.6555599284218,3693.95
1,3,2,8,1,0,3,5,3,1350.0248201024838,1128.12
1,5,2,6,1,0,1,7,14,1321.869454690641,1128.12
1,4,6,9,0,5,3,4,16,1782.0329933562339,1128.12
1,2,3,0,1,5,4,1,2,1436.1315673558402,229.09
1,0,0,6,1,4,5,0,12,1504.4983988104086,1128.12
1,2,5,9,1,4,1,1,8,1494.9360301000174,1128.12
1,2,0,6,1,4,0,1,7,1473.2023073810174,4472.52
1,3,2,10,0,0,0,2,13,1998.6202690588161,5445.27
1,3,3,6,1,17,0,2,4,1481.2270623779664,1128.12
1,2,4,0,0,19,3,1,3,1318.18745982603,1128.12
1,2,1,6,0,19,3,3,6,1700.9871746966826,1128.12
1,4,0,6,1,19,0,4,6,1706.380869000111,1128.12
1,2,0,7,0,19,4,1,3,1494.125126020431,1128.12
1,2,3,0,1,19,2,1,14,1546.7025908253238,3094.66
1,2,1,9,0,19,3,3,14,1492.0143038841832,767.04
1,4,6,9,0,20,1,4,4,2997.2684776177075,1128.12
1,4,1,6,1,20,0,4,11,1614.3977590564486,636.99
1,4,0,9,1,20,0,4,2,2524.694922331424,2126.2
1,2,1,9,0,14,1,5,14,1568.7230138754087,12284.35
1,4,2,6,1,20,1,4,1,1829.1689804963694,1128.12
1,4,0,8,0,12,1,4,1,1953.4758065400936,631.84
1,4,1,6,0,20,2,4,1,1869.3683674656304,65.57
1,4,2,8,0,20,2,4,10,1485.9622864387288,1128.12
1,4,1,7,0,20,5,4,1,1929.4142948988222,9682.03
1,4,2,7,0,20,2,4,2,1614.6374889013357,1853.38
1,4,0,8,1,20,1,4,14,1390.1871555398657,1128.12
1,0,5,10,1,17,2,0,2,1543.4600089550286,1374.68
1,5,1,9,1,0,3,7,10,1273.641426338318,1328.12
1,4,1,7,0,4,3,4,0,1565.0922464597638,2070.6
1,0,3,7,0,4,1,0,1,1813.9118487722458,9512.82
1,2,2,6,1,4,2,1,6,1244.3749938091646,81.46
1,4,2,10,0,5,0,4,15,1847.7810579295938,1128.12
1,0,2,5,1,4,3,0,8,1955.1406047274922,1128.12
1,2,0,7,0,4,0,1,0,2156.4992721679127,1697.37
1,1,2,10,0,4,3,6,13,1770.4918448203823,1128.12
1,4,1,7,1,6,1,4,13,1511.9624233128143,1128.12
1,0,5,6,1,6,1,0,2,1630.7117997351002,78.65
1,0,4,6,1,4,3,0,5,1355.0728762789731,1128.12
1,5,0,0,1,0,1,7,4,1479.1109821392931,75.32
1,2,1,7,0,4,2,3,9,1224.4533170237328,1128.12
1,1,3,10,1,4,0,6,3,2020.6472164270367,1185.49
1,2,2,6,0,4,1,1,10,1545.417267627196,1236.54
1,2,1,8,0,4,5,1,12,1354.3261421826783,11.57
1,1,1,6,0,4,0,0,5,1514.7318039723586,2196.7
1,0,3,8,1,12,2,0,4,2115.282710894413,50000.0
1,1,6,0,1,12,4,6,16,1989.3835180168126,78.99
1,3,2,0,0,12,1,5,16,1825.042500960149,564.06
1,1,5,1,1,12,3,6,8,1483.2438958914777,876.82
1,0,0,6,1,12,0,0,16,2191.5858781904963,1128.12
1,4,5,6,1,17,1,4,4,1366.978817365081,237.7
1,2,3,6,0,13,3,3,5,1311.2597541702353,564.06
1,2,3,10,0,17,2,1,12,1265.7324171845473,1234.71
1,4,1,3,1,17,2,4,13,1292.013152106821,984.32
1,4,1,9,0,17,0,4,3,2021.3077300606155,1128.12
1,4,0,7,0,17,0,4,3,2025.8238972486174,1207.29
1,1,2,6,1,11,1,6,4,1587.6293415590105,13738.86
1,2,0,10,1,5,2,1,15,1278.321741232567,878.76
1,1,3,0,1,5,1,6,8,1436.0689738362253,1128.12
1,1,0,0,1,5,3,6,1,1305.9246315544967,1354.76
1,5,1,0,1,0,0,7,11,1556.2570494224785,1128.12
1,3,2,0,0,19,0,5,4,2046.2665035932548,716.96
1,3,0,0,1,19,4,2,0,1631.0883210477257,745.22
1,0,1,7,0,11,2,0,11,1452.604041315811,142.07
1,3,2,0,0,4,1,5,11,2321.3351189824402,1128.12
1,3,2,10,0,4,2,5,15,1600.1011426471753,1128.12
1,3,2,0,0,17,0,5,3,1657.825681389918,1634.04
1,2,0,6,1,17,1,5,16,1162.0083789414753,72.93
1,3,1,8,1,17,4,2,2,1444.0445449924434,1128.12
1,3,2,7,0,17,0,5,2,1707.7820137689562,266.13
1,2,0,0,1,20,1,3,8,1947.3783726079032,1128.12
1,4,1,7,0,2,1,4,1,1881.1378639394707,2652.61
1,1,1,0,1,2,0,6,14,1491.348505314519,1128.12
1,4,2,7,0,7,1,4,11,1480.5992897626597,1128.12
1,4,0,9,1,2,0,4,6,1568.1367152528649,1067.14
1,0,2,0,0,4,0,0,6,1547.9957228153633,1128.12
1,1,1,6,0,4,1,6,16,1236.5563627737345,1128.12
1,1,3,6,1,4,4,6,11,1612.1626491800787,1043.57
1,2,10,4,1,4,3,1,8,1617.4056097100124,75.32
1,3,1,8,1,4,3,2,11,1257.7334219590055,1096.93
1,3,6,9,0,20,3,5,12,2225.84787590299,504.73
1,4,1,0,1,20,3,4,12,1562.5216829600804,1181.05
1,3,3,6,0,20,3,5,2,2148.470148114997,1128.12
1,4,3,0,1,20,0,4,4,1845.5138584487847,791.385
1,3,2,6,1,20,2,5,16,2244.9405175351803,1129.07
1,3,1,6,0,20,1,5,13,2120.65939663318,251.22
1,4,3,10,1,20,2,4,14,1369.2699468351877,393.01
1,4,4,6,0,20,2,4,5,2190.097690121023,1128.12
1,2,1,7,0,12,1,5,14,1421.116726552688,2191.12
1,3,2,6,1,17,0,5,14,1683.4542741546697,4074.95
1,2,1,6,0,17,0,1,16,1564.1755026039377,1128.12
1,3,3,10,1,17,1,5,15,1478.9847099440137,460.88
1,2,2,6,0,17,0,1,11,2414.8398175411294,1128.12
1,4,3,8,1,4,4,4,6,1733.7232272770652,1128.12
1,0,6,10,0,4,4,0,9,2441.6093652839063,283.55
1,2,3,0,1,4,3,5,7,1597.3533393144382,1433.02
1,2,2,0,0,4,1,5,15,1697.0576083442822,1128.12
1,0,0,0,0,4,1,0,6,1662.9373585314686,228.11
1,0,2,0,0,4,3,0,16,1509.2556578684882,1128.12
1,0,2,0,0,4,0,0,2,1854.269237921588,1128.12
1,2,4,3,0,4,2,5,0,1530.3214887119527,63.27
1,4,3,6,1,17,2,7,3,1417.7852664967418,1740.98
1,3,7,5,0,17,2,5,0,2399.271906698542,1128.12
1,3,8,3,0,17,2,2,1,1559.747335383448,1128.12
1,4,3,6,1,17,5,7,4,1423.2696352323248,1128.12
1,3,1,7,0,14,1,2,9,1437.6999772145527,805.88
1,2,1,9,0,14,2,3,16,1481.7064812825272,8169.67
1,4,3,2,0,14,2,4,12,2068.833970993571,14.98
1,1,3,6,1,4,0,6,5,2407.961795025503,1283.01
1,0,2,6,0,4,2,0,12,1664.8856266308226,1128.12
1,2,1,10,1,5,2,1,6,1233.0227340227707,1128.12
1,3,1,9,0,4,4,2,14,1214.8651014830104,225.99
1,3,2,7,1,14,0,2,2,1462.3224048762586,1128.12
1,2,2,0,1,4,0,3,4,1703.7583008069287,1128.12
1,3,6,1,0,11,1,2,5,1406.8311700191725,4391.96
1,3,1,7,1,8,0,2,13,1352.5877897146593,1128.12
1,4,0,6,1,20,3,4,15,1342.6356172121762,579.17
1,4,0,8,1,20,0,4,6,2168.682631758069,1128.12
1,4,4,5,0,20,1,4,3,1688.6657726322808,1128.12
1,2,2,7,1,20,2,1,14,1407.5191737986884,1128.12
1,3,1,4,0,12,3,2,12,1459.1121139813572,1128.12
1,2,4,0,0,12,3,1,3,1331.6375609661693,1128.12
1,2,1,6,0,20,4,5,9,1788.9392352965046,2028.84
1,2,5,7,1,12,2,5,4,1442.231340238968,1542.52
1,3,2,0,0,12,4,2,4,1307.1363396983056,1128.12
1,0,0,0,0,4,0,0,3,1711.4405927885507,1128.12
1,0,1,6,0,4,0,0,6,1371.7077356551902,792.67
1,3,0,6,1,4,1,5,12,1199.9960767874068,1128.12
1,3,1,7,0,4,1,2,0,1478.3120831381937,7793.63
1,4,6,6,0,17,1,7,2,1680.8130896101973,657.43
1,0,2,6,0,4,3,0,16,2075.117532051885,647.92
1,0,5,8,1,4,0,0,14,1844.9341984202727,3235.43
1,3,2,7,0,20,0,5,0,2599.4709604380723,474.38
1,4,0,0,1,17,0,4,8,1348.3634261781158,1128.12
1,4,0,0,0,17,3,4,3,1386.7257780537507,1128.12
1,4,1,9,1,7,3,4,9,1681.1388078599127,1952.085
1,4,3,7,1,7,3,4,3,1509.9358249547183,1128.12
1,3,6,3,1,19,4,5,0,2001.3095864973159,151.25
1,3,0,6,1,13,0,5,13,1305.6129844558127,1428.12
1,3,0,9,1,7,3,5,11,1634.232208899691,405.45
1,3,3,2,0,20,2,2,13,1611.601238823648,1128.12
1,2,1,0,1,4,5,3,11,1395.5520536410802,1128.12
1,1,3,0,1,4,5,6,14,1815.956837662168,1227.94
1,2,2,3,1,4,2,1,9,1460.4953981087172,607.66
1,1,4,10,0,4,3,6,12,1759.048057945403,1128.12
1,2,1,9,1,4,3,5,9,1391.2028424884038,3493.67
1,2,0,0,1,4,5,3,11,1403.9467401488635,1128.12
1,2,3,0,1,4,3,3,3,1284.6930015380176,2780.55
1,1,2,0,1,12,5,6,11,1829.847208830978,2868.81
1,2,2,0,0,12,3,1,14,1481.1975620589953,423.5
1,3,1,0,1,13,2,2,14,1638.1086534142921,1128.12
1,2,6,6,0,11,3,1,13,1485.7715873976724,318.52
1,4,0,6,1,0,3,4,1,1328.8977109403602,1128.12
1,3,1,0,1,17,2,2,12,1315.0294948354735,570.88
1,4,2,6,0,0,4,7,11,1544.4154582476467,773.45
1,2,2,0,1,4,4,1,8,1472.954543795911,1128.12
1,0,2,6,0,4,4,0,10,2032.806755814413,1128.12
1,1,1,0,0,4,5,0,0,1629.8917932755785,1128.12
1,2,2,0,0,4,3,3,2,1394.7536656710167,548.82
1,0,0,8,1,4,5,0,2,1692.744588604496,1128.12
1,2,3,1,0,4,4,3,9,1235.4930192600623,1128.12
1,2,0,6,1,4,5,3,15,1160.2065666252026,382.81
1,5,4,6,0,0,3,7,1,1266.354866923677,1286.1999999999996
1,4,2,6,0,12,4,4,13,1535.2624160068037,980.57
1,2,1,9,0,5,3,1,16,1404.670238576717,159.98
1,1,1,0,1,4,5,6,15,1467.8949025033921,17263.73
1,2,4,1,0,4,3,1,9,1269.2373609925723,1128.12
1,2,2,10,1,5,2,3,3,1215.1412564213072,23.26
1,1,2,6,0,13,2,6,10,1545.4419631530006,99.0
